,GlobalID,Detection Date,Notes,Lab Status,Lab Comments,Submission Date,Latitude,Longitude,FileName
5116,{E839F3CB-1636-4C2A-B175-42DF580CEFBA},2020-05-14,"The hornet was about 2 1/2 - 3” long, yellow, black with green tint.  Wings were about 2-3 “ long.  Never seen anything that big before.  It was resting on our palm tree and then it took off.  Not enough time for a pic. We’re in Sumner wa",2, ,2020-05-14,47.19893,-122.239585,
62,{02B30884-3FFE-4155-97B7-3921FCD5D62F},2020-05-15,"I live in Bow (in the flats) and was shocked to see an Asian hornet land on kitchen window screen from the outside. It stayed a few seconds and then flew off. Not enough time for a picture, but as farmer we are very familiar with what’s out here and wh",2, ,2020-05-15,48.545183,-122.428427,
1972,{5A2A75DC-F234-4EC7-BD0C-05B04C8FF612},2020-05-15,I noticed an insect in a puddle on my back patio and then discovered this hornet/ wasp,0,That is a yellow jacket.,2020-05-16,45.499195,-122.491135,ATT179_F428D5AF-1893-4563-92E2-B9E15424168C.jpg
3837,{ABE7FBE3-52AB-4A7E-B8A4-80CA98D222D5},2020-05-15,Found dead on my deck - see photos:  ,0,Thanks for your submission! This one is a bumble bee.,2020-05-15,48.96534,-122.78823,
765,{2196E9AA-8EAA-4AC9-B5FA-CFC694EA6C3A},2020-05-15,"Flew off too quickly to get a good look at it, but appeared to be about 2 inches in length and had a red underbelly.",2, ,2020-05-15,48.01479,-122.06411,
4476,{C9DBB526-48A0-4587-BEDA-1ED6E8986491},2020-05-15,Captured a large wasp or hornet (in my freezer) and concerned that it could be an Asian Hornet.,0,That is a native elm sawfly.,2020-05-15,46.99703,-120.54872,ATT172_DE160F7F-0CCE-497F-A94C-E37545842165.jpg
281,{0CC58B63-70DC-4D7E-9E01-8945BBEE9EFC},2020-05-15,Has a yellow head but orange body,0,That's a yellow jacket.,2020-05-16,47.483758,-120.341365,ATT188_BB82C8C4-5957-4CD7-9F96-61125B3EFEBE.jpg
5255,{F0642335-3D11-4537-9A87-BD1A7EAE7C7E},2020-05-15,"On May 15, we found two dead honey bees on the front porch.  Their heads had been removed and were lying nearby.  Attached is a picture of one of the bees.  While we haven't seen any giant hornets, we found the dead bees odd and concerning.  We are prepa",0,"This is not a honeybee, but a native bumblebee. Some bird species eat the insides of bees and leave them decapitated like this. Thanks for paying attention!",2020-05-18,48.037585,-123.04359,ATT202_honey bee1.jpg
638,{1C6D0EAB-F68D-411D-974E-1233618854CC},2020-05-15,Specimen collected by citizen scientist and reported to provincial government.,1,Added by WSDA,2020-06-05,49.060215,-122.641648,ATT369_Langley 16 May.jpg
3496,{9C1691FF-594A-40C2-A9D4-08C285292327},2020-05-15, ,2, ,2020-05-20,47.19174,-122.17064,
3486,{9BDF61B5-B7FA-4C42-A4A4-46D9D5424C81},2020-05-15,A few days later my husband trapped it in this sandwich bag. It has been in the sandwich bag for over a week and is still alive.,0,Please let her go! That's a bumble bee. Check out this cool website:  ,2020-05-29,47.277398,-122.334705,ATT279_inbound2537648214746041790.jpg
675,{1DD6C6A8-67B9-45FF-87CE-54D90DA080C0},2020-05-16,"There are three nests that are unusual. I have studied bees in environmental science and the location is between forested land and wetlands. One is on the house and the other two on the two horse stalls. We commonly see other nests, but these are very di",0,They aren't Asian giant hornet nests; they nest in the ground. Are you seeing any wasps flying around them? They kind of look like yellow jacket or bald faced hornet nests.,2020-05-16,47.66119,-122.077048,ATT181_5478CB24-DDB2-4840-8DBA-606DB0B4F128.jpg
1139,{333A00AF-45DA-471D-949B-1B2E890F1629},2020-05-16,I was on a walk in puyallup and found this large dead bee.,0,That was a Cimbex sawfly.,2020-05-16,47.180628,-122.328275,ATT176_image.jpg
2441,{6E333D31-44AC-4967-81EB-296DEBD792AF},2020-05-16,"Saw this large hornets with bright orange color on it flying around backyard outside light at night. It also flew around, hovered around patio door. It appeared to be attracted to the light. We have a wooded area behind our house. Was only able to take a",0,"It's really hard to tell, but it looks in the shape of a bumble bee.",2020-05-16,47.435031,-122.201472,ATT185_3FF5F030-F6FA-4F4E-AFE9-E90A979C9C7B.jpg
2732,{7BCEC941-4C05-49D4-8D71-9E7A962C1906},2020-05-16,"Unfortunately, no photo, but I don't know what else this creature could have been.  It was much larger than regular hornet, bee, wasp.  It was dark gold and black with a very loud buzz.  It was violently attacking a smaller insect.",2, ,2020-05-20,48.145111,-122.511066,
160,{084C8A69-D64C-4C1B-8E23-912E1137247E},2020-05-16, ,2, ,2020-05-30,48.75235,-122.47122,
4851,{DB7E2ADA-0840-4950-AA51-41CE12A06073},2020-05-16,It's about 1.5 inches long. It made a very loud buzzing sound. We captured it alive.,0,That is a bumble bee.,2020-05-16,47.566393,-122.161371,ATT186_hornet 2.jpg
5420,{F7903CA6-8E9A-4888-9315-B17F6BB51430},2020-05-16,"We have a camera on our porch, and this ""hornet"" appeared in our security video this evening. We have never seen anything like this before. The video is poor, and there is probably some other explanation, but we wanted to make you are aware of the possib",0,That sounds like a yellow jacket.,2020-05-16,47.600383,-120.639522,ATT180_hornet.mp4
3563,{9EF77696-3393-4CA4-AF70-0C68223081C4},2020-05-16,We killed it,0,"Aw, if you see them again, please don't kill. That is a native sawfly, harmless to humans.",2020-05-16,47.649989,-122.217316,ATT177_6085BC1D-4A12-494A-BF96-01942DE76F2E.jpg
298,{0D607BE2-F198-43F7-8B71-EE3AABF94A19},2020-05-16,"I'll try to get a picture. It was about 2"" long and it's body was round (fat). It was orange and black. Below the thorax, it was orange and black, alternating stripes. It was flying alone, looking for a spot to nest, I suspect.",2, ,2020-05-16,48.909588,-122.67764,
1610,{4892742E-F185-47A9-81CC-CDDDCFAD65C6},2020-05-16,"It is about 2 1/2 inches, It is stuck in my sky light trying to find a way out of our home family is too afraid to remove or go near it",2,It is really hard to see what exactly that insect is.,2020-05-16,47.82903,-122.098062,ATT175_image.jpg
1172,{34775317-F6A2-41F8-B3E7-63463C221B51},2020-05-17,Seen outside our third floor window at an apartment complex. A wasp nest has been spotted near sighting at apex of roof’s eave line.,2, ,2020-05-17,47.662843,-117.188122,
373,{107A6978-F622-4E59-BC9F-3E40D403EE2E},2020-05-17,"Was about 2 inches long. Orange face, big abdomen, dark wings. Flew into my garage, and then flew out. Wasn’t able to take a photo because I didn’t have a camera or phone.",2, ,2020-05-17,47.805899,-122.241262,
5609,{FFCF73D5-EC41-4EE3-A3A6-2DCD831E4D92},2020-05-17,"Unable to capture a photo, solo flying bug hovered through our garden, approximately two inches in length. We have a number of large flies, bees, and hornets in the area but I’ve never seen one that looked like this. Will attempt to grab a photo should",2, ,2020-05-17,47.436259,-122.038348,
2818,{7F558149-3C08-41B0-8E9E-0D8F91FF7DA9},2020-05-17,Not the Asian hornet but I can’t figure out what it is and we haven’t seen it before,0,"This is an ichneumonid wasp, likely from the genus Spilichneumon.",2020-05-17,47.81082,-117.595544,ATT191_28076DC5-D0F4-4691-9103-A318B627273F.jpg
1074,{30CAB426-7DFB-4A93-840D-2925BED86F56},2020-05-17,"Was about 2cm long but very “fat” looking, we trapped it and tried to squish it but it wouldn’t die so we managed to flush it down our trailer toilet",2, ,2020-05-17,49.05246,-118.21022,
1565,{46F2DF93-D93C-40F1-8D70-076D1541833A},2020-05-17, ,0,"The black head and non-striped abdomen, plus the wide, clear wings show that this is not a giant hornet. It is not any type of hornet or yellowjacket, but the photo is not clear enough to determine the species.",2020-05-17,47.23676,-122.865346,ATT192_20200517_142140.jpg
2837,{801A5795-EC70-4C20-85B3-BC452B0AECB4},2020-05-17,"Landed on both me and my husband. Sat still on my shoulder, long enough for me to wriggle out of my sweatshirt. Then attempted to photograph it but it flew off. It was very large with an orange face",2, ,2020-05-17,45.550748,-122.559399,
3530,{9DC500C8-BEB8-47C5-80F8-A8BC8B9AFFB1},2020-05-17, ,0,That looks like a yellow jacket,2020-05-17,47.583325,-122.30953,ATT189_IMG_20200517_103043.jpg
162,{0878C602-0ED4-4396-9143-6A38B6577277},2020-05-17,"Found sitting on a deck planter.  Sprayed and trapped.  Hornet about 1 inch long, with markings similar to descriptions online.  Larger than any hornets or wasps commonly seen on our property.  We kept the specimen if needed.  No photo.",2, ,2020-05-17,46.854602,-122.610493,
1916,{580BC9A7-7D8D-43C0-BDE4-A3B19A72BF34},2020-05-17,This is the second insect that my mom has killed in her yard. It is orange,0,That looks like a box elder bug.,2020-05-17,47.385752,-122.040744,ATT190_598C00F0-5553-4B83-B413-2028750011CD.jpg
2528,{72644655-4CED-47F3-8650-769E8E7ABAFB},2020-05-18,Large hornet (about 1.5 inches) landed on dining room window.  Got several pictures.,0,"That's a yellowjacket, not Asian giant hornet.",2020-05-18,48.767498,-122.488037,ATT200_Murder hornet 1.jpg
4670,{D31D948B-CD47-44D3-875F-B02EDDE0F5A5},2020-05-18,It was in our house 2xs,0,"That's either a bald faced hornet, or a yellow jacket.",2020-05-21,46.85289,-121.76037,ATT220_20200516_131647.jpg
3883,{AE481538-DBFD-4368-9CD0-256FE8158EAA},2020-05-18,Know my wasps been stung by enough of them. Pro painter and checked on endigenous species of washington. Was sighted and killed in Kenmore Washington. Also i watched a video on this species.,2, ,2020-06-04,47.77005,-122.262935,
115,{059D6B7A-D8F5-4A5F-8C4A-332A292EE409},2020-05-18,"Didn't notice the orange face, so not sure. Measured 1 1/4 inches. Large hook shaped stinger.",0,"Thank you for your posting! This is actually a ground beetle. It looks stripey because one of the hard forewings (the elytra) is torn off, revealing the abdominal segments.",2020-06-12,48.90749,-122.355099,ATT436_IMG_20200518_125244766_HDR[1].jpg
1237,{3737F6C0-0D28-4764-8381-AD37FF007ACA},2020-05-18,"Seen on back deck, went inside to find something to capture it and came back out and it was gone",2, ,2020-05-19,47.06272,-122.700687,
1743,{4F1D4A58-1A00-4E4B-A587-28A7CF6470E2},2020-05-18,"I was unable to get a photo, it flew away before I could get to my phone. But, it was on my kitchen window and it was over an inch in length, was a dark color, the legs were long and looked hairy or serrated, the body wasn't fat, and the sting stuck out",2, ,2020-05-18,48.772424,-122.492664,
4312,{C25A4B28-9A86-42B8-B756-D52AC7447CE8},2020-05-18,"2 inch wasp/hornet. Orange abdomen. Not sure about the head, we were too scared. First time I saw something that big.",0,That specimen is a beautiful bumble bee!,2020-05-18,47.703717,-122.360349,ATT194_IMG-20200517-WA0001.jpg
3914,{AF57C655-CE29-410E-BC07-4BA8FE38968B},2020-05-18,Have kept in plastic bag,0,That is a native elm sawfly.,2020-05-18,47.175633,-122.239197,ATT196_89EE16E4-D75E-45BA-B6A4-FA94087D8AA3.jpg
2579,{74F8B27E-3F95-43C0-883A-F5E0E0E465EA},2020-05-18,"My mom killed one of these yesterday, today she trapped a live one. They are about an inch long. Here is the video",0,Those look like box elder bugs.,2020-05-18,47.384923,-122.045088,ATT199_IMG_2700.mov
1922,{58257BA3-C4BB-4742-8F3C-4E870D3A3815},2020-05-18,Driving a tractor it bounced off the windshield.,2, ,2020-05-20,48.515512,-122.129944,
1109,{320D9A71-5C04-4727-8A7F-46C41589A31F},2020-05-18,"This insect was on my deck, it was pretty slow, looked on its last legs. Please follow up with ID. It looked slightly less orange like yellow than murder hornet pics",0,Good photo! That is a bald faced hornet.,2020-05-18,47.702572,-122.062616,ATT195_20200517_164235.jpg
1161,{342A26DF-C57B-4684-BB46-A9B03CEE57A9},2020-05-18,He was huge wasn't afraid of me he had distinctive blk and orange features,2, ,2020-05-18,47.665121,-117.305353,
2187,{63792B28-DC25-44FA-8E09-0CFB87D58F01},2020-05-18,"Was in my backyard observing the bees in the garden and as I was heading inside, saw a GIANT bug flying into the rhododendron bush. It had a bright orange and black head and less bright orange stripes. I had my baby with me so I ran inside but have been",2, ,2020-05-18,47.560433,-122.273675,
5389,{F68AE3CE-D12A-4B2D-8FB3-A1DA9A358E12},2020-05-18,Big orange headed bee,2, ,2020-05-18,47.309315,-122.36229,
4949,{DF77D908-28A9-45FA-8CCF-F2B70CA13ACA},2020-05-18,I found this dead in my driveway and it color and size fought my eye.,0,That's a bumble bee.,2020-05-18,47.061606,-122.39733,ATT198_3817387A-9460-4284-88CA-20502DBBC7EC.jpg
2894,{82ECA218-CD3B-4E45-A587-84162C61A7E9},2020-05-19,Was sitting on the ground.,0,What a beauty! That's a yellow jacket.,2020-05-20,47.057817,-122.403006,ATT219_BAF6E135-F8D7-4C70-B87A-16813BE37CAC.png
41,{0208D9EC-9652-4DFB-9313-8C25A534BB3B},2020-05-19,Found this in my garage this evening. It is at least 1.5 inches long. Not sure if it is a Murder Hornet. It looks like it is in the early stages of growing hence the translucent body. I covered it with a glass and took these pictures.,0,This is a Jerusalem cricket -  ,2020-05-19,47.461451,-120.309291,ATT208_8082C7FA-16BE-4207-92CF-EBB10F1B6E0C.jpg
4084,{B7F038C1-B25D-4ED5-AF7F-04CB3C3C7F0E},2020-05-19,I do not have a picture. Maybe two weeks ago I saw the largest hornet I have ever seen and I thought it might be one of these hornets. I tried to kill it with a fly swatter and thought I hit it very hard but there was no sign of it. Later on I saw one in,2, ,2020-05-24,47.309315,-122.36229,
4089,{B823066B-82C1-4C49-BC4E-4CF626DD5A7E},2020-05-19,Saw this thing when I entered my car headed to wall and Francis to pick up my son from school,0,To yellow and small to be AGH. This is probably a yellowjacket.,2020-05-19,47.62984,-120.68945,ATT213_81599CD4-525A-41AC-BB27-DD6974C0968F.png
5010,{E2D77F69-2A4E-4468-8A6A-330E401D34AE},2020-05-19,inside bird house  saw a swarm of them outside the entrance got stung when mowing next to the nest very aggressive and large,2, ,2020-05-24,48.08104,-123.105015,
2073,{5EA48A41-49D1-49CE-8608-565258D71F96},2020-05-19,It’s super long and has 6 legs,0,"It's not possible to identify from the pic, but lacks the orange head and thorax of an Asian giant hornet.",2020-05-19,46.232395,-119.0982,ATT214_E79754E8-7CE9-470C-AEDC-9D5A45AE4FFD.jpg
2382,{6BC95B60-7A8E-49B9-9816-7FFED227B534},2020-05-19,Was on my windshield as I entered my car to pickup m son from school,2, ,2020-05-19,47.680155,-117.43123,
4438,{C89B4D6D-B885-4ED6-894A-365613131EFC},2020-05-19,"Flew into my car, still in car, insure weather to keep it in there",0,"This is a bald-faced hornet, Dolichovespula maculata.",2020-05-19,47.956833,-122.212831,ATT204_A85942F5-92FE-4A08-8434-648B85987A22.jpg
494,{1591E73E-CC34-4C3A-B398-B4355D69F774},2020-05-19, ,2, ,2020-05-19,46.232395,-119.0982,
1037,{2ED7F619-A60F-4418-AA49-053C006920C9},2020-05-19,We saw a huge wasp,2, ,2020-05-25,47.682276,-122.311269,
1238,{3758B5DB-CE27-4517-B937-958B3D78AB80},2020-05-19,It flew into my humming bird feeder. Seemed to be large and dark.,2, ,2020-05-19,47.92037,-122.418026,
5175,{EBE1A357-9859-4402-A0C5-18A1B42DF0BD},2020-05-19,Pretty sure yellow jacket but better safe than sorry - have it trapped in some Tupperware.,0,You are correct! Nice close up.,2020-05-19,48.758247,-122.467509,ATT212_B0EC763A-9C4C-48B0-9C95-30BABB818300.jpg
3523,{9D87F6E9-922C-4DCC-9E5E-10AA7D9BE1ED},2020-05-19,"The insect flew around the lit balcony, repeatedly running into and landing on the glass windows over the course of 10 minutes as of the time of the report.",0,"This is a bald faced hornet, Dolichovespula maculata",2020-05-19,47.63646,-122.372714,ATT205_IMG_1947.jpg
133,{06A93A8D-9865-4855-8D92-044BF60A85A8},2020-05-20,You can call me on my cell 206-255-7713 if you can't access this video.,0,That beauty is an elm sawfly!,2020-05-21,47.3074,-122.23041,ATT224_IMG_0795.mov
1320,{3BA03C2E-17E9-41EA-B333-2710F9875635},2020-05-20,hornet flew into the basket of petunias that I was deadheading....definitely an Asian giant,2, ,2020-06-08,48.963018,-122.790585,
248,{0B4A6A3B-8B1C-4DC2-B55C-39EE0F802F8E},2020-05-20,"At Douglas Carter Fisher Park, Vancouver, WA",2, ,2020-05-20,45.660527,-122.619105,
1372,{3D9D9723-6CC7-4E36-8572-374C71A69160},2020-05-20,"About an inch long, very big. Same colors as described.",2, ,2020-05-06,47.902824,-117.512904,
975,{2BB2424F-4C49-445C-BB58-B9C21EA77B00},2020-05-20, ,0,You've got a beautiful bumble bee!,2020-05-20,47.69733,-122.17461,ATT215_image.jpg
1599,{481AD543-5EE5-4FF2-96CF-1AEC2B6CFF11},2020-05-20,"I heard one on the 17th, and then saw and heard one on the 19th. This is in the woods behind Cypress Place Condos",2, ,2020-05-21,48.726825,-122.477416,
3706,{A51393EB-92F7-47E8-B4DC-EDC766F27CA6},2020-05-20, ,2, ,2020-05-20,47.194781,-122.167289,
